,level_0,station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,week,dayofweek
198,198,1,2008-05-15,57,43,50,-8,37,45,15,0,432,1904, ,0.00,29.33,30.05,6.8,5,7.9,2008,5,20,3
199,199,1,2008-05-16,73,40,57,-2,41,50,8,0,431,1905, ,0.00,29.1,29.86,8.9,25,9.4,2008,5,20,4
200,200,1,2008-05-17,73,52,63,4,41,52,2,0,430,1906,RA,0.12,28.87,29.61,12.9,30,14.7,2008,5,20,5
201,201,1,2008-05-18,55,44,50,-10,39,45,15,0,429,1907, ,0.00,28.93,29.64,3.5,34,8.2,2008,5,20,6
202,202,1,2008-05-19,60,40,50,-10,33,43,15,0,428,1908,RA, 0.00,28.96,29.69,3.9,7,5.7,2008,5,21,0
203,203,1,2008-05-20,66,47,57,-4,37,47,8,0,427,1909, ,0.00,28.94,29.66,7.3,31,9.2,2008,5,21,1
204,204,1,2008-05-21,66,41,54,-7,36,46,11,0,426,1910, ,0.00,29.0,29.7,7.2,32,9.2,2008,5,21,2
205,205,1,2008-05-22,59,45,52,-9,38,45,13,0,425,1911, ,0.00,29.24,29.94,8.8,5,9.8,2008,5,21,3
206,206,1,2008-05-23,57,46,52,-9,39,45,13,0,425,1912, ,0.00,29.41,30.12,10.7,3,10.9,2008,5,21,4
207,207,1,2008-05-24,67,40,54,-8,40,48,11,0,424,1913, ,0.00,29.44,30.18,7.4,7,8.4,2008,5,21,5
208,208,1,2008-05-25,78,44,61,-1,50,57,4,0,423,1914,TSRA, 0.00,29.18,29.93,10.3,18,11.9,2008,5,21,6
209,209,1,2008-05-26,81,47,64,2,60,64,1,0,422,1915,TSRA RA BR,0.48,29.11,29.81,6.2,25,11.8,2008,5,22,0
210,210,1,2008-05-27,50,42,46,-16,35,42,19,0,422,1916, ,0.00,29.5,30.19,19.2,3,19.3,2008,5,22,1
211,211,1,2008-05-28,62,43,53,-10,32,43,12,0,421,1916, ,0.00,29.6,30.34,8.2,6,8.7,2008,5,22,2
212,212,1,2008-05-29,67,42,55,-9,37,47,10,0,421,1917,RA,0.01,29.39,30.16,3.5,11,4.2,2008,5,22,3
213,213,1,2008-05-30,77,55,66,2,59,62,0,1,420,1918,TSRA RA BR,0.40,29.03,29.79,8.4,21,10.4,2008,5,22,4
214,214,1,2008-05-31,79,59,69,5,56,62,0,4,420,1919, ,0.00,29.1,29.8,10.8,28,11.9,2008,5,22,5
215,215,1,2008-06-01,74,53,64,0,47,55,1,0,419,1920, ,0.00,29.23,29.95,4.6,10,5.4,2008,6,22,6
216,216,1,2008-06-02,86,56,71,7,52,60,0,6,419,1920,RA, 0.00,29.16,29.89,1.9,8,4.8,2008,6,23,0
217,217,1,2008-06-03,69,55,62,-2,55,57,3,0,418,1921,TSRA RA FG+ FG BR,0.52,28.97,29.69,7.3,4,9.2,2008,6,23,1
218,218,1,2008-06-04,78,54,66,2,59,61,0,1,418,1922,TSRA DZ FG+ FG BR HZ, 0.00,28.9,29.62,4.5,4,5.2,2008,6,23,2
219,219,1,2008-06-05,87,60,74,9,68,71,0,9,417,1923,TSRA BR,0.64,29.0,29.7,11.5,20,14.0,2008,6,23,3
220,220,1,2008-06-06,87,73,80,14,68,72,0,15,417,1923,RA, 0.00,29.07,29.76,21.1,20,21.5,2008,6,23,4
221,221,1,2008-06-07,85,69,77,11,71,73,0,12,417,1924,TS RA BR,0.11,29.16,29.86,12.5,19,13.2,2008,6,23,5
222,222,1,2008-06-08,85,64,75,9,68,70,0,10,417,1925,TS TSRA RA,1.24,29.11,29.81,6.5,18,12.2,2008,6,23,6
223,223,1,2008-06-09,74,65,70,4,64,66,0,5,416,1925,RA BR,0.14,29.1,29.82,6.3,22,7.7,2008,6,24,0
224,224,1,2008-06-10,79,59,69,2,56,61,0,4,416,1926,RA, 0.00,29.18,29.89,8.8,25,9.6,2008,6,24,1
225,225,1,2008-06-11,86,61,74,7,56,64,0,9,416,1926, ,0.00,29.28,29.99,8.9,18,10.0,2008,6,24,2
226,226,1,2008-06-12,91,73,82,14,63,69,0,17,416,1927, ,0.00,29.2,29.9,16.1,18,16.3,2008,6,24,3
227,227,1,2008-06-13,82,65,74,6,62,66,0,9,416,1927,TSRA RA BR,0.39,29.21,29.92,8.9,22,9.9,2008,6,24,4
228,228,1,2008-06-14,84,59,72,4,53,61,0,7,416,1928, ,0.00,29.23,29.94,8.3,24,8.8,2008,6,24,5
229,229,1,2008-06-15,81,61,71,3,60,64,0,6,416,1928,RA,0.18,29.15,29.84,8.1,24,9.8,2008,6,24,6
230,230,1,2008-06-16,72,59,66,-3,49,57,0,1,416,1929, ,0.00,29.2,29.91,10.7,31,11.2,2008,6,25,0
231,231,1,2008-06-17,76,55,66,-3,46,55,0,1,416,1929, ,0.00,29.26,29.97,10.7,30,11.2,2008,6,25,1
232,232,1,2008-06-18,77,56,67,-3,48,56,0,2,416,1929, ,0.00,29.21,29.92,4.8,3,7.3,2008,6,25,2
233,233,1,2008-06-19,81,52,67,-3,46,56,0,2,416,1930, ,0.00,29.21,29.93,1.8,25,5.1,2008,6,25,3
234,234,1,2008-06-20,82,58,70,0,53,60,0,5,416,1930,TSRA RA,0.09,29.25,29.96,6.7,22,7.9,2008,6,25,4
235,235,1,2008-06-21,82,61,72,2,52,61,0,7,416,1930, ,0.01,29.24,29.95,7.1,29,7.8,2008,6,25,5
236,236,1,2008-06-22,82,57,70,0,52,59,0,5,417,1931,TS TSRA,0.16,29.18,29.89,2.9,31,5.1,2008,6,25,6
237,237,1,2008-06-23,77,56,67,-3,54,59,0,2,417,1931, ,0.00,29.33,30.04,3.9,4,6.4,2008,6,26,0
238,238,1,2008-06-24,82,55,69,-2,53,60,0,4,417,1931, ,0.00,29.44,30.15,5.1,18,5.8,2008,6,26,1
239,239,1,2008-06-25,79,66,73,2,64,67,0,8,417,1931,RA,0.08,29.28,29.99,8.0,22,9.3,2008,6,26,2
240,240,1,2008-06-26,86,70,78,7,66,70,0,13,418,1931,BR,0.00,29.15,29.86,6.3,26,7.3,2008,6,26,3
241,241,1,2008-06-27,84,66,75,4,67,70,0,10,418,1931,RA, 0.00,29.05,29.76,6.7,22,7.4,2008,6,26,4
242,242,1,2008-06-28,83,64,74,3,55,63,0,9,419,1931,TSRA HZ,0.04,28.98,29.69,12.1,25,13.2,2008,6,26,5
243,243,1,2008-06-29,75,60,68,-3,58,61,0,3,419,1931,RA BR,0.58,29.08,29.77,7.3,31,9.7,2008,6,26,6
244,244,1,2008-06-30,80,59,70,-2,50,58,0,5,419,1931, ,0.00,29.28,29.98,6.0,34,9.6,2008,6,27,0
245,245,1,2008-07-01,83,58,71,-1,51,60,0,6,420,1931, ,0.00,29.24,29.97,8.1,24,8.0,2008,7,27,1
246,246,1,2008-07-02,87,63,75,3,62,66,0,10,420,1931,TS RA BR,0.20,29.09,29.79,8.7,23,13.2,2008,7,27,2
247,247,1,2008-07-03,71,55,63,-9,51,57,2,0,421,1931, , 0.00,29.34,30.04,11.6,3,12.0,2008,7,27,3
248,248,1,2008-07-04,76,52,64,-8,50,57,1,0,422,1930, ,0.00,29.35,30.06,6.0,5,6.6,2008,7,27,4
249,249,1,2008-07-05,80,54,67,-5,52,59,0,2,422,1930, ,0.00,29.31,30.03,4.6,7,7.0,2008,7,27,5
250,250,1,2008-07-06,87,59,73,1,57,65,0,8,423,1930, ,0.00,29.21,29.94,9.3,19,9.4,2008,7,27,6
251,251,1,2008-07-07,87,71,79,7,67,71,0,14,423,1930,TSRA RA,0.03,29.16,29.87,10.9,22,11.9,2008,7,28,0
252,252,1,2008-07-08,85,70,78,5,67,71,0,13,424,1929, ,0.03,29.1,29.81,7.8,26,9.1,2008,7,28,1
253,253,1,2008-07-09,85,67,76,3,55,63,0,11,425,1929, , 0.00,29.26,29.95,9.5,31,10.3,2008,7,28,2
254,254,1,2008-07-10,82,64,73,0,63,66,0,8,425,1929,TSRA RA BR,0.72,29.26,29.99,8.5,23,9.2,2008,7,28,3
255,255,1,2008-07-11,88,64,76,3,65,69,0,11,426,1928,TSRA RA BR,0.34,29.23,29.97,5.2,20,8.4,2008,7,28,4
256,256,1,2008-07-12,81,65,73,0,63,66,0,8,427,1928,TS TSRA RA BR,0.73,29.19,29.89,7.7,26,10.3,2008,7,28,5
257,257,1,2008-07-13,79,62,71,-2,54,61,0,6,428,1927, ,0.00,29.12,29.84,12.1,27,12.4,2008,7,28,6
258,258,1,2008-07-14,84,62,73,0,54,62,0,8,428,1927, ,0.00,29.22,29.92,4.5,29,7.8,2008,7,29,0
259,259,1,2008-07-15,90,61,76,2,62,68,0,11,429,1926, ,0.00,29.3,30.0,6.8,23,7.4,2008,7,29,1
260,260,1,2008-07-16,90,71,81,7,66,70,0,16,430,1925, ,0.00,29.39,30.09,5.0,23,7.2,2008,7,29,2
261,261,1,2008-07-17,89,71,80,6,66,71,0,15,431,1925, ,0.00,29.33,30.05,8.6,22,9.0,2008,7,29,3
262,262,1,2008-07-18,86,74,80,6,68,72,0,15,432,1924,RA,0.04,29.24,29.95,2.6,22,5.4,2008,7,29,4
263,263,1,2008-07-19,78,67,73,-1,68,69,0,8,433,1923,RA BR VCTS,1.61,29.19,29.91,2.0,33,5.8,2008,7,29,5
264,264,1,2008-07-20,86,68,77,3,68,71,0,12,433,1923,TSRA,0.74,29.2,29.91,4.5,25,5.7,2008,7,29,6
265,265,1,2008-07-21,83,68,76,2,65,68,0,11,434,1922,TSRA RA,0.13,29.21,29.92,3.3,3,7.4,2008,7,30,0
266,266,1,2008-07-22,77,63,70,-4,59,64,0,5,435,1921, , 0.00,29.31,30.0,8.2,3,8.7,2008,7,30,1
267,267,1,2008-07-23,81,60,71,-3,52,60,0,6,436,1920, ,0.00,29.39,30.1,7.6,2,8.5,2008,7,30,2
268,268,1,2008-07-24,82,59,71,-3,53,61,0,6,437,1919, ,0.00,29.33,30.05,3.9,24,4.4,2008,7,30,3
269,269,1,2008-07-25,82,61,72,-2,63,67,0,7,438,1918, ,0.00,29.26,29.99,5.5,23,6.9,2008,7,30,4
270,270,1,2008-07-26,84,65,75,1,58,65,0,10,439,1918,BR,0.00,29.22,29.94,8.5,31,9.1,2008,7,30,5
271,271,1,2008-07-27,83,62,73,-1,58,64,0,8,440,1917, ,0.00,29.16,29.89,5.9,24,6.7,2008,7,30,6
272,272,1,2008-07-28,85,66,76,2,63,67,0,11,441,1916, ,0.00,29.16,29.87,4.0,7,6.1,2008,7,31,0
273,273,1,2008-07-29,88,65,77,3,67,70,0,12,442,1915,TSRA RA,0.05,29.14,29.85,6.4,20,7.9,2008,7,31,1
274,274,1,2008-07-30,89,72,81,7,65,70,0,16,443,1914, ,0.00,29.04,29.75,7.8,27,8.6,2008,7,31,2
275,275,1,2008-07-31,89,72,81,7,67,70,0,16,444,1913,RA BR,0.14,29.06,29.76,4.9,27,5.8,2008,7,31,3
276,276,1,2008-08-01,89,68,79,6,68,72,0,14,445,1911,RA,1.05,29.09,29.79,3.1,31,5.7,2008,8,31,4
277,277,1,2008-08-02,81,65,73,0,59,65,0,8,446,1910, ,0.00,29.24,29.93,8.4,3,9.2,2008,8,31,5
278,278,1,2008-08-03,84,61,73,0,61,66,0,8,447,1909, ,0.00,29.24,29.96,5.3,18,6.0,2008,8,31,6
279,279,1,2008-08-04,87,70,79,6,68,70,0,14,448,1908,TS TSRA RA BR,2.43,29.18,29.9,3.1,18,9.0,2008,8,32,0
280,280,1,2008-08-05,87,69,78,5,67,71,0,13,449,1907,HZ,0.00,29.24,29.93,6.2,31,7.4,2008,8,32,1
281,281,1,2008-08-06,84,67,76,3,60,66,0,11,450,1906, ,0.00,29.29,30.0,6.8,30,8.1,2008,8,32,2
282,282,1,2008-08-07,82,64,73,0,56,63,0,8,451,1904, ,0.00,29.26,29.98,7.8,34,9.4,2008,8,32,3
283,283,1,2008-08-08,79,63,71,-2,54,61,0,6,452,1903, ,0.00,29.29,30.01,4.5,2,7.4,2008,8,32,4
284,284,1,2008-08-09,80,62,71,-2,58,62,0,6,453,1902, , 0.00,29.2,29.92,2.6,31,9.0,2008,8,32,5
285,285,1,2008-08-10,74,58,66,-7,52,58,0,1,454,1900, ,0.00,29.31,30.02,8.4,2,9.0,2008,8,32,6
286,286,1,2008-08-11,77,59,68,-5,57,61,0,3,455,1859, ,0.00,29.3,30.02,3.9,5,6.3,2008,8,33,0
287,287,1,2008-08-12,77,61,69,-4,57,62,0,4,456,1858, ,0.00,29.17,29.9,3.3,10,3.8,2008,8,33,1
288,288,1,2008-08-13,79,66,73,0,59,63,0,8,457,1856,RA,0.06,29.11,29.84,3.0,7,4.6,2008,8,33,2
289,289,1,2008-08-14,79,63,71,-1,60,64,0,6,458,1855,BR HZ,0.00,29.23,29.93,7.3,3,7.9,2008,8,33,3
290,290,1,2008-08-15,78,61,70,-2,54,61,0,5,459,1854, ,0.00,29.44,30.13,6.9,3,7.9,2008,8,33,4
291,291,1,2008-08-16,83,58,71,-1,53,61,0,6,500,1852, ,0.00,29.4,30.13,5.7,29,6.5,2008,8,33,5
292,292,1,2008-08-17,84,63,74,2,60,65,0,9,501,1851, ,0.00,29.28,30.01,7.9,26,8.0,2008,8,33,6
293,293,1,2008-08-18,85,65,75,3,57,64,0,10,502,1849, ,0.00,29.26,29.98,7.2,27,7.4,2008,8,34,0
294,294,1,2008-08-19,82,63,73,2,64,67,0,8,503,1848, ,0.00,29.38,30.08,5.9,4,6.7,2008,8,34,1
295,295,1,2008-08-20,81,65,73,2,60,65,0,8,504,1846, ,0.00,29.4,30.12,6.0,9,7.4,2008,8,34,2
296,296,1,2008-08-21,82,68,75,4,61,66,0,10,505,1845,RA, 0.00,29.31,30.03,6.5,15,8.4,2008,8,34,3
297,297,1,2008-08-22,83,72,78,7,68,71,0,13,506,1843,TSRA BR HZ,0.09,29.32,30.03,12.7,19,12.8,2008,8,34,4
298,298,1,2008-08-23,87,68,78,7,66,70,0,13,508,1842,BR,0.00,29.31,30.02,7.6,25,9.4,2008,8,34,5
299,299,1,2008-08-24,77,63,70,-1,57,62,0,5,509,1840, ,0.00,29.34,30.05,7.7,3,9.7,2008,8,34,6
300,300,1,2008-08-25,74,64,69,-1,54,60,0,4,510,1839, ,0.00,29.36,30.08,11.1,5,11.4,2008,8,35,0
301,301,1,2008-08-26,76,61,69,-1,54,60,0,4,511,1837, ,0.00,29.29,30.03,7.7,7,8.4,2008,8,35,1
302,302,1,2008-08-27,83,61,72,2,56,63,0,7,512,1835, ,0.00,29.2,29.93,4.6,7,5.9,2008,8,35,2
303,303,1,2008-08-28,80,63,72,2,64,67,0,7,513,1834,RA BR,0.06,29.1,29.82,5.7,19,6.7,2008,8,35,3
304,304,1,2008-08-29,85,64,75,5,58,65,0,10,514,1832,RA BR,0.04,29.24,29.93,3.5,35,6.5,2008,8,35,4
305,305,1,2008-08-30,87,56,72,2,55,62,0,7,515,1831, ,0.00,29.39,30.09,2.6,24,3.8,2008,8,35,5
306,306,1,2008-08-31,90,60,75,6,56,64,0,10,516,1829, ,0.00,29.41,30.13,4.8,13,5.4,2008,8,35,6
307,307,1,2008-09-01,90,62,76,8,54,63,0,11,517,1827, ,0.00,29.37,30.09,7.0,14,7.7,2008,9,36,0
308,308,1,2008-09-02,94,65,80,12,61,68,0,15,518,1826,TS,0.00,29.31,30.02,3.2,21,4.4,2008,9,36,1
309,309,1,2008-09-03,77,66,72,4,60,64,0,7,519,1824,TSRA,0.02,29.31,30.02,9.8,1,10.4,2008,9,36,2
310,310,1,2008-09-04,67,61,64,-4,61,62,1,0,520,1822,RA BR,2.90,29.08,29.82,11.6,3,12.4,2008,9,36,3
311,311,1,2008-09-05,70,57,64,-3,56,59,1,0,521,1821, ,0.00,29.22,29.93,5.9,34,6.9,2008,9,36,4
312,312,1,2008-09-06,74,53,64,-3,54,58,1,0,522,1819,BR,0.01,29.28,29.98,4.9,27,5.3,2008,9,36,5
313,313,1,2008-09-07,74,55,65,-2,51,57,0,0,523,1817, ,0.00,29.35,30.06,6.4,26,6.6,2008,9,36,6
314,314,1,2008-09-08,67,52,60,-6,52,55,5,0,524,1815,RA BR,1.23,29.41,30.11,4.6,34,6.2,2008,9,37,0
315,315,1,2008-09-09,69,49,59,-7,45,52,6,0,525,1814, ,0.00,29.45,30.17,3.9,36,6.4,2008,9,37,1
316,316,1,2008-09-10,72,48,60,-6,48,54,5,0,526,1812, ,0.00,29.47,30.21,4.3,14,5.1,2008,9,37,2
317,317,1,2008-09-11,79,55,67,2,57,61,0,2,527,1810,RA BR, 0.00,29.33,30.08,8.9,18,9.8,2008,9,37,3
318,318,1,2008-09-12,73,69,71,6,67,68,0,6,528,1809,RA DZ BR,0.37,29.22,29.96,6.0,22,6.8,2008,9,37,4
319,319,1,2008-09-13,75,68,72,7,69,70,0,7,529,1807,RA BR,6.64,28.97,29.71,6.4,21,9.1,2008,9,37,5
320,320,1,2008-09-14,72,58,65,1,61,62,0,0,530,1805,RA BR,1.44,28.97,29.67,7.7,31,10.1,2008,9,37,6
321,321,1,2008-09-15,63,53,58,-6,51,55,7,0,531,1803, , 0.00,29.41,30.1,5.7,34,6.1,2008,9,38,0
322,322,1,2008-09-16,71,49,60,-4,50,55,5,0,532,1800, ,0.00,29.47,30.19,5.3,23,5.8,2008,9,38,1
323,323,1,2008-09-17,82,57,70,6,56,60,0,5,533,1758, ,0.00,29.46,30.18,2.1,29,7.0,2008,9,38,2
324,324,1,2008-09-18,74,56,65,1,55,60,0,0,535,1756, ,0.00,29.56,30.28,6.1,9,7.2,2008,9,38,3
325,325,1,2008-09-19,77,54,66,3,54,59,0,1,536,1755, ,0.00,29.47,30.2,5.8,19,6.0,2008,9,38,4
326,326,1,2008-09-20,82,56,69,7,57,61,0,4,537,1753, ,0.00,29.46,30.17,1.7,16,2.9,2008,9,38,5
327,327,1,2008-09-21,80,58,69,7,61,64,0,4,538,1751,FG+ BR HZ,0.00,29.55,30.26,3.8,5,4.2,2008,9,38,6
328,328,1,2008-09-22,81,61,71,9,59,64,0,6,539,1749,BR HZ,0.00,29.59,30.31,6.9,11,8.0,2008,9,39,0
329,329,1,2008-09-23,82,59,71,10,57,62,0,6,540,1748, ,0.00,29.56,30.29,7.0,15,7.7,2008,9,39,1
330,330,1,2008-09-24,82,57,70,9,59,63,0,5,541,1746,TS TSRA BR HZ,0.20,29.54,30.27,2.6,23,4.6,2008,9,39,2
331,331,1,2008-09-25,77,63,70,9,61,64,0,5,542,1744,BR HZ,0.00,29.54,30.27,6.9,4,7.5,2008,9,39,3
332,332,1,2008-09-26,79,59,69,9,55,60,0,4,543,1742,BR,0.00,29.42,30.16,3.0,6,4.3,2008,9,39,4
333,333,1,2008-09-27,81,53,67,7,54,60,0,2,544,1741,BR,0.00,29.33,30.06,1.0,3,2.7,2008,9,39,5
334,334,1,2008-09-28,68,57,63,4,57,60,2,0,545,1739, ,0.00,29.41,30.13,7.2,4,7.8,2008,9,39,6
335,335,1,2008-09-29,64,54,59,0,55,57,6,0,546,1737,RA BR,0.82,29.26,30.0,3.5,33,4.8,2008,9,40,0
336,336,1,2008-09-30,59,48,54,-5,44,49,11,0,547,1735, ,0.00,29.21,29.95,11.4,31,11.5,2008,9,40,1
337,337,1,2008-10-01,61,46,54,-4,40,47,11,0,548,1734, ,0.00,29.24,29.97,11.2,33,11.1,2008,10,40,2
338,338,1,2008-10-02,61,42,52,-6,40,47,13,0,549,1732, ,0.00,29.18,29.91,8.7,28,9.2,2008,10,40,3
339,339,1,2008-10-03,60,44,52,-5,42,47,13,0,550,1730,RA,0.01,29.34,30.05,6.5,3,7.7,2008,10,40,4
340,340,1,2008-10-04,61,38,50,-7,38,45,15,0,552,1729, ,0.00,29.51,30.23,3.2,11,4.4,2008,10,40,5
341,341,1,2008-10-05,61,41,51,-6,43,48,14,0,553,1727,RA,0.06,29.51,30.25,5.6,11,6.6,2008,10,40,6
342,342,1,2008-10-06,69,54,62,6,47,54,3,0,554,1725, ,0.00,29.49,30.23,10.5,11,10.7,2008,10,41,0
343,343,1,2008-10-07,63,56,60,4,52,56,5,0,555,1724,RA BR,0.80,29.24,30.01,10.3,13,11.3,2008,10,41,1
344,344,1,2008-10-08,64,50,57,1,51,54,8,0,556,1722,RA BR,0.19,29.13,29.85,7.5,26,8.1,2008,10,41,2
345,345,1,2008-10-09,69,47,58,3,38,49,7,0,557,1720, ,0.00,29.36,30.05,5.5,29,5.8,2008,10,41,3
346,346,1,2008-10-10,72,42,57,2,42,50,8,0,558,1719, ,0.00,29.47,30.18,4.8,11,6.7,2008,10,41,4
347,347,1,2008-10-11,79,51,65,11,50,57,0,0,559,1717, ,0.00,29.52,30.24,4.2,14,5.0,2008,10,41,5
348,348,1,2008-10-12,84,57,71,17,56,61,0,6,600,1715,BR,0.00,29.55,30.27,4.3,15,5.1,2008,10,41,6
349,349,1,2008-10-13,77,61,69,16,58,63,0,4,602,1714, ,0.00,29.47,30.21,7.7,20,8.1,2008,10,42,0
350,350,1,2008-10-14,69,53,61,8,43,51,4,0,603,1712,RA, 0.00,29.49,30.22,2.0,30,6.8,2008,10,42,1
351,351,1,2008-10-15,63,47,55,2,50,53,10,0,604,1711,RA BR,0.30,29.34,30.06,4.2,32,6.3,2008,10,42,2
352,352,1,2008-10-16,59,43,51,-1,38,44,14,0,605,1709, ,0.00,29.52,30.25,6.1,35,7.5,2008,10,42,3
353,353,1,2008-10-17,57,43,50,-2,39,44,15,0,606,1707, ,0.00,29.53,30.26,6.2,36,7.2,2008,10,42,4
354,354,1,2008-10-18,60,43,52,1,40,45,13,0,607,1706,RA BR,0.05,29.58,30.32,2.1,7,6.1,2008,10,42,5
355,355,1,2008-10-19,62,40,51,0,37,45,14,0,608,1704, ,0.00,29.49,30.24,12.0,19,12.4,2008,10,42,6
356,356,1,2008-10-20,55,43,49,-1,42,46,16,0,610,1703,RA BR,0.18,29.48,30.21,4.0,31,7.6,2008,10,43,0
357,357,1,2008-10-21,55,38,47,-3,35,42,18,0,611,1701, ,0.00,29.64,30.37,7.1,2,8.7,2008,10,43,1
358,358,1,2008-10-22,52,35,44,-6,30,40,21,0,612,1700, ,0.00,29.65,30.39,12.1,12,13.1,2008,10,43,2
359,359,1,2008-10-23,58,41,50,1,36,44,15,0,613,1658,RA,0.16,29.5,30.27,11.5,12,11.8,2008,10,43,3
360,360,1,2008-10-24,54,44,49,0,44,47,16,0,614,1657,TSRA RA BR,0.32,29.18,29.96,5.3,19,6.1,2008,10,43,4
361,361,1,2008-10-25,53,43,48,0,40,44,17,0,616,1656,RA DZ BR, 0.00,29.02,29.77,11.9,22,12.3,2008,10,43,5
362,362,1,2008-10-26,56,37,47,-1,32,41,18,0,617,1654,RA, 0.00,29.1,29.8,17.2,27,17.8,2008,10,43,6
363,363,1,2008-10-27,47,33,40,-8,27,35,25,0,618,1653, , 0.00,29.51,30.2,13.7,31,14.4,2008,10,44,0
364,364,1,2008-10-28,45,31,38,-9,23,33,27,0,619,1651, ,0.00,29.54,30.29,10.5,30,10.9,2008,10,44,1
365,365,1,2008-10-29,51,32,42,-5,24,34,23,0,620,1650, ,0.00,29.47,30.21,3.7,32,6.2,2008,10,44,2
366,366,1,2008-10-30,62,31,47,1,32,41,18,0,622,1649, ,0.00,29.57,30.31,10.5,19,10.4,2008,10,44,3
367,367,1,2008-10-31,70,48,59,13,46,51,6,0,623,1647, ,0.00,29.57,30.3,5.7,22,7.4,2008,10,44,4
368,368,1,2009-05-01,60,46,53,0,40,47,12,0,448,1849,RA,0.02,29.26,29.98,8.4,29,8.5,2009,5,18,4
369,369,1,2009-05-02,66,44,55,1,33,45,10,0,447,1850, ,0.00,29.21,29.94,8.8,26,9.2,2009,5,18,5
370,370,1,2009-05-03,70,43,57,3,34,47,8,0,446,1851, ,0.00,29.19,29.92,3.9,26,4.9,2009,5,18,6
371,371,1,2009-05-04,70,43,57,3,34,47,8,0,444,1852, ,0.00,29.31,30.02,6.5,9,7.6,2009,5,19,0
372,372,1,2009-05-05,71,49,60,5,40,50,5,0,443,1853, ,0.00,29.22,29.95,5.5,13,6.0,2009,5,19,1
373,373,1,2009-05-06,75,51,63,8,51,55,2,0,442,1855,RA BR,0.67,29.05,29.79,6.5,19,8.1,2009,5,19,2
374,374,1,2009-05-07,77,56,67,12,52,57,0,2,441,1856,RA BR HZ,0.19,29.01,29.73,8.5,25,10.3,2009,5,19,3
375,375,1,2009-05-08,77,53,65,9,53,58,0,0,439,1857,TSRA RA,0.02,28.94,29.68,4.9,21,6.0,2009,5,19,4
376,376,1,2009-05-09,63,46,55,-1,44,48,10,0,438,1858, , 0.00,29.19,29.87,6.8,29,11.8,2009,5,19,5
377,377,1,2009-05-10,67,40,54,-2,39,46,11,0,437,1859, ,0.00,29.41,30.11,4.7,30,8.4,2009,5,19,6
378,378,1,2009-05-11,61,39,50,-7,35,44,15,0,436,1900, ,0.00,29.47,30.2,0.7,8,4.6,2009,5,20,0
379,379,1,2009-05-12,71,39,55,-2,34,47,10,0,435,1901, ,0.00,29.38,30.13,9.5,16,9.6,2009,5,20,1
380,380,1,2009-05-13,70,53,62,4,56,58,3,0,434,1902,TSRA RA BR,0.55,29.01,29.76,14.4,19,16.4,2009,5,20,2
381,381,1,2009-05-14,68,53,61,3,44,52,4,0,433,1903, ,0.00,29.31,30.0,10.5,27,10.7,2009,5,20,3
382,382,1,2009-05-15,61,52,57,-1,51,54,8,0,432,1904,RA BR,0.39,29.28,30.0,6.0,16,8.8,2009,5,20,4
383,383,1,2009-05-16,62,45,54,-5,40,49,11,0,431,1905,BR,0.00,29.36,30.05,11.0,29,12.5,2009,5,20,5
384,384,1,2009-05-17,63,39,51,-8,27,42,14,0,430,1906, ,0.00,29.6,30.32,0.2,33,6.2,2009,5,20,6
385,385,1,2009-05-18,66,40,53,-7,33,45,12,0,429,1907, , 0.00,29.54,30.29,9.6,19,9.9,2009,5,21,0
386,386,1,2009-05-19,80,52,66,6,44,55,0,1,428,1908, ,0.00,29.48,30.21,13.5,21,13.8,2009,5,21,1
387,387,1,2009-05-20,84,61,73,12,44,57,0,8,427,1909, ,0.00,29.4,30.13,14.4,20,14.6,2009,5,21,2
388,388,1,2009-05-21,84,60,72,11,49,59,0,7,426,1910, ,0.00,29.38,30.09,7.8,23,12.8,2009,5,21,3
389,389,1,2009-05-22,69,53,61,0,46,53,4,0,425,1911, ,0.00,29.46,30.18,10.4,4,10.7,2009,5,21,4
390,390,1,2009-05-23,80,50,65,4,50,57,0,0,425,1912, ,0.00,29.33,30.06,4.5,7,5.7,2009,5,21,5
391,391,1,2009-05-24,71,55,63,1,46,53,2,0,424,1913, ,0.00,29.34,30.07,10.4,4,11.0,2009,5,21,6
392,392,1,2009-05-25,67,54,61,-1,43,51,4,0,423,1914,RA DZ,0.04,29.28,30.02,10.3,6,10.8,2009,5,22,0
393,393,1,2009-05-26,74,53,64,2,51,55,1,0,422,1915,TSRA RA BR,1.73,29.08,29.82,7.5,5,7.8,2009,5,22,1
394,394,1,2009-05-27,73,55,64,2,58,60,1,0,422,1916,DZ BR HZ,0.02,28.95,29.68,3.6,24,7.2,2009,5,22,2
395,395,1,2009-05-28,62,54,58,-5,51,54,7,0,421,1916, ,0.00,29.06,29.76,6.8,30,8.1,2009,5,22,3
396,396,1,2009-05-29,74,50,62,-2,49,55,3,0,421,1917, , 0.00,29.17,29.88,2.7,32,6.9,2009,5,22,4
397,397,1,2009-05-30,79,50,65,1,46,54,0,0,420,1918,RA, 0.00,29.09,29.81,2.9,27,6.8,2009,5,22,5
398,398,1,2009-05-31,73,45,59,-5,41,50,6,0,420,1919, ,0.00,29.21,29.94,2.7,10,4.6,2009,5,22,6
